Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Undead,UD_Units_body_C,Body,C,medium/leather tier,,Bip001 Pelvis,36×12×39 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 36 cm wide × 12 cm tall × 39 cm deep. Placement: attaches to the Bip001 Pelvis bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_F,Body,F,heavy/plate tier,,Bip001 Pelvis,36×14×40 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). heavy/plate tier variant F. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 36 cm wide × 14 cm tall × 40 cm deep. Placement: attaches to the Bip001 Pelvis bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_D,Body,D,medium/leather tier,,Bip001 Pelvis,39×12×43 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). medium/leather tier variant D. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 39 cm wide × 12 cm tall × 43 cm deep. Placement: attaches to the Bip001 Pelvis bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_shoulderpads_A,Shoulders,A,light/cloth tier,,Bip001 R Clavicle,27×15×10 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight pauldron / shoulder pad pair. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 27 cm wide × 15 cm tall × 10 cm deep. Placement: attaches to the Bip001 R Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_A,Body,A,light/cloth tier,,Bip001 Spine,36×13×40 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 36 cm wide × 13 cm tall × 40 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_body_B,Body,B,light/cloth tier,,Bip001 Spine,36×15×40 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight chest armor (cuirass / tunic / robe top). light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 36 cm wide × 15 cm tall × 40 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_D,Head,D,medium/leather tier,,Bip001 Head,18×13×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. medium/leather tier variant D. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 18 cm wide × 13 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_D,Arms,D,medium/leather tier,,Bip001 R Forearm,61×11×17 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. medium/leather tier variant D. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 11 cm tall × 17 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_D,Legs,D,medium/leather tier,,Bip001 R Foot,21×16×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. medium/leather tier variant D. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 16 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_shoulderpads_B,Shoulders,B,light/cloth tier,,Bip001 R Clavicle,33×18×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight pauldron / shoulder pad pair. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 33 cm wide × 18 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_F,Head,F,heavy/plate tier,,Bip001 Head,9×14×12 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant F. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_B,Arms,B,light/cloth tier,,Bip001 R Forearm,61×9×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_B,Legs,B,light/cloth tier,,Bip001 R Calf,20×16×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. light/cloth tier variant B. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Calf bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_head_L,Head,L,heavy/plate tier,,Bip001 Head,8×15×20 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight helmet/head piece. heavy/plate tier variant L. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 15 cm tall × 20 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_E,Arms,E,medium/leather tier,,Bip001 R Forearm,61×9×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. medium/leather tier variant E. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_C,Arms,C,medium/leather tier,,Bip001 R Hand,61×9×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 9 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Hand bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_legs_C,Legs,C,medium/leather tier,,Bip001 R Calf,20×14×15 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight greaves / leg armor / leggings. medium/leather tier variant C. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 14 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Calf bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Undead,UD_Units_arms_A,Arms,A,light/cloth tier,,Bip001 R Forearm,61×8×16 cm (W×H×D),"A low-poly stylized 3D model: risen undead deathknight arm guards / bracers / sleeves. light/cloth tier variant A. Materials/feel: bone, tarnished silver, necrotic plate, frayed shroud. Color palette: bone white, sickly violet, tarnished steel. Style: gothic, sinister, cracked and weathered, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 8 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
